	genre	bookID	format	0	1	2	3	4	5	6
202	['history', 'nonfiction', 'science', 'anthropology', 'sociology', 'politics', 'environment']	475	paperback	history	nonfiction	science	anthropology	sociology	politics	environment
203	['economics', 'nonfiction', 'business', 'finance', 'politics', 'peak oil']	476	hardcover	economics	nonfiction	business	finance	politics	peak oil	
204	['nonfiction', 'law', 'politics']	481	paperback	nonfiction	law	politics				
205	['history', 'nonfiction', 'politics', 'anthropology', 'economics', 'sociology', 'science']	477	paperback	history	nonfiction	politics	anthropology	economics	sociology	science
206	['nonfiction', 'sociology', 'politics', 'history', 'psychology', 'social science', 'cultural']	478	paperback	nonfiction	sociology	politics	history	psychology	social science	cultural
207	['poetry', 'nonfiction', 'short stories', 'anthologies', 'feminism', 'essays', 'literature']	484	paperback	poetry	nonfiction	short stories	anthologies	feminism	essays	literature
208	['biography', 'science', 'history', 'nonfiction']	497	library binding	biography	science	history	nonfiction			
209	['biography', 'science', 'nonfiction', 'history', 'autobiography', 'physics', 'memoir']	493	paperback	biography	science	nonfiction	history	autobiography	physics	memoir
210	['biography', 'nonfiction', 'science', 'history', 'audiobook', 'biography memoir', 'physics']	494	paperback	biography	nonfiction	science	history	audiobook	biography memoir	physics
211	['science', 'technology', 'biography', 'nonfiction', 'history']	498	paperback	science	technology	biography	nonfiction	history		
212	['romance', 'sports', 'harlequin blaze', 'sports romance', 'contemporary romance', 'harlequin', 'anthologies']	511	paperback	romance	sports	harlequin blaze	sports romance	contemporary romance	harlequin	anthologies
213	['programming', 'technology', 'reference', 'computers', 'computer science', 'nonfiction', 'technical']	515	paperback	programming	technology	reference	computers	computer science	nonfiction	technical
214	['reference', 'nonfiction']	523	paperback	reference	nonfiction					
215	['history', 'nonfiction', 'ancient history', 'war', 'military history', 'military fiction', 'greece']	531	paperback	history	nonfiction	ancient history	war	military history	military fiction	greece
216	[]	534	library binding							
217	['fiction', 'classics', 'young adult', 'school', 'literature', 'dystopia', 'read for school']	524	audio	fiction	classics	young adult	school	literature	dystopia	read for school
218	['fiction', 'mystery', 'young adult', 'contemporary', 'fantasy', 'crime', 'thriller']	537	paperback	fiction	mystery	young adult	contemporary	fantasy	crime	thriller
219	['fiction', 'mystery', 'young adult', 'contemporary', 'fantasy', 'crime', 'thriller']	538	paperback	fiction	mystery	young adult	contemporary	fantasy	crime	thriller
220	['mystery', 'fiction', 'mystery thriller', 'cozy mystery', 'archaeology', 'humor', 'thriller']	539	paperback	mystery	fiction	mystery thriller	cozy mystery	archaeology	humor	thriller
221	['nonfiction', 'reference', 'website design', 'computers', 'programming', 'technology', 'design']	570	paperback	nonfiction	reference	website design	computers	programming	technology	design
222	['music', 'art', 'nonfiction', 'reference', 'design', 'photography', 'collections']	576	hardcover	music	art	nonfiction	reference	design	photography	collections
223	['design', 'website design', 'nonfiction', 'technology', 'web', 'reference', 'computers']	565	paperback	design	website design	nonfiction	technology	web	reference	computers
224	['nonfiction', 'music', 'memoir', 'humor', 'pop culture', 'essays', 'travel']	597	paperback	nonfiction	music	memoir	humor	pop culture	essays	travel
225	['nonfiction', 'essays', 'humor', 'pop culture', 'music', 'cultural', 'memoir']	599	paperback	nonfiction	essays	humor	pop culture	music	cultural	memoir
226	['historical romance', 'romance', 'historical', 'georgian', 'regency', 'dark', 'fiction']	619	paperback	historical romance	romance	historical	georgian	regency	dark	fiction
227	['philosophy', 'fiction', 'classics', 'spirituality', 'travel', 'psychology', 'self help']	629	paperback	philosophy	fiction	classics	spirituality	travel	psychology	self help
228	['picture books', 'childrens', 'fantasy', 'humor', 'fairy tales', 'fiction', 'storytime']	639	hardcover	picture books	childrens	fantasy	humor	fairy tales	fiction	storytime
229	['philosophy', 'buddhism', 'zen', 'classics', 'spirituality', 'religion', 'nonfiction']	642	paperback	philosophy	buddhism	zen	classics	spirituality	religion	nonfiction
230	['reference', 'motorcycling']	643	hardcover	reference	motorcycling					
231	['design', 'nonfiction', 'art design', 'reference']	650	paperback	design	nonfiction	art design	reference			
232	['classics', 'fiction', 'short stories', 'russia', 'russian literature', 'literature', '19th century']	655	paperback	classics	fiction	short stories	russia	russian literature	literature	19th century
233	['classics', 'fiction', 'historical fiction', 'russia', 'russian literature', 'literature', 'war']	656	paperback	classics	fiction	historical fiction	russia	russian literature	literature	war
234	['philosophy', 'religion', 'nonfiction', 'classics', 'theology', 'christianity', 'russia']	658	paperback	philosophy	religion	nonfiction	classics	theology	christianity	russia
235	['fiction', 'classics', 'philosophy', 'politics', 'literature', 'science fiction', 'novels']	662	paperback	fiction	classics	philosophy	politics	literature	science fiction	novels
236	['fiction', 'classics', 'philosophy', 'literature', 'novels', 'politics', 'architecture']	664	hardcover	fiction	classics	philosophy	literature	novels	politics	architecture
237	['philosophy', 'nonfiction', 'politics', 'classics', 'economics', 'essays', 'psychology']	663	paperback	philosophy	nonfiction	politics	classics	economics	essays	psychology
238	['philosophy', 'nonfiction', 'politics', 'psychology', 'classics', 'essays', 'economics']	665	paperback	philosophy	nonfiction	politics	psychology	classics	essays	economics
239	['fiction', 'classics', 'dystopia', 'philosophy', 'science fiction', 'school', 'literature']	667	paperback	fiction	classics	dystopia	philosophy	science fiction	school	literature
240	['philosophy', 'economics', 'nonfiction', 'politics', 'business', 'classics', 'history']	669	paperback	philosophy	economics	nonfiction	politics	business	classics	history
241	['fiction', 'classics', 'philosophy', 'historical fiction', 'literature', 'politics', 'russia']	668	paperback	fiction	classics	philosophy	historical fiction	literature	politics	russia
242	['philosophy', 'nonfiction', 'biography', 'psychology', 'history', 'memoir', 'autobiography']	670	paperback	philosophy	nonfiction	biography	psychology	history	memoir	autobiography
243	['nonfiction', 'reference', 'how to', 'sports', 'amazon']	672	paperback	nonfiction	reference	how to	sports	amazon		
244	['history', 'nonfiction', 'medieval', 'ancient history', 'medieval history', 'russia', 'islam']	675	hardcover	history	nonfiction	medieval	ancient history	medieval history	russia	islam
245	['poetry', 'nonfiction', 'american', 'adult', 'contemporary', 'literature', 'humor']	676	paperback	poetry	nonfiction	american	adult	contemporary	literature	humor
246	['fiction', 'sports', 'baseball', 'classics', 'literature', 'novels', 'literary fiction']	685	paperback	fiction	sports	baseball	classics	literature	novels	literary fiction
247	['health', 'nonfiction', 'self help', 'reference', 'food', 'nutrition', 'medical']	681	hardcover	health	nonfiction	self help	reference	food	nutrition	medical
248	['nonfiction']	678	paperback	nonfiction						
249	['fiction', 'adoption', 'contemporary', 'family', 'literary fiction', 'novels', 'adult fiction']	698	hardcover	fiction	adoption	contemporary	family	literary fiction	novels	adult fiction
250	['history', 'nonfiction', 'politics', 'textbooks', 'school', 'latin american history', 'science']	702	paperback	history	nonfiction	politics	textbooks	school	latin american history	science
251	['nonfiction', 'sociology', 'textbooks', 'history', 'education', 'philosophy', 'writing']	700	paperback	nonfiction	sociology	textbooks	history	education	philosophy	writing
252	['humor', 'nonfiction', 'comedy', 'essays', 'short stories', 'politics', 'history']	707	paperback	humor	nonfiction	comedy	essays	short stories	politics	history
253	['fiction', 'historical fiction', 'alternate history', 'literature', 'science fiction', 'american', 'novels']	703	paperback	fiction	historical fiction	alternate history	literature	science fiction	american	novels
254	['fiction', 'classics', 'magical realism', 'school', 'literature', 'spanish literature', 'novels']	762	paperback	fiction	classics	magical realism	school	literature	spanish literature	novels
255	['short stories', 'fiction', 'magical realism', 'classics', 'literature', 'latin american', 'literary fiction']	759	paperback	short stories	fiction	magical realism	classics	literature	latin american	literary fiction
256	['fiction', 'magical realism', 'literature', 'fantasy', 'novels', 'historical fiction', 'spanish literature']	763	paperback	fiction	magical realism	literature	fantasy	novels	historical fiction	spanish literature
257	['fiction', 'classics', 'magical realism', 'historical fiction', 'romance', 'literature', 'latin american']	764	paperback	fiction	classics	magical realism	historical fiction	romance	literature	latin american
258	['classics', 'literature', 'romance', 'magical realism', 'novels', 'latin american', 'spanish literature']	766	paperback	classics	literature	romance	magical realism	novels	latin american	spanish literature
259	['buddhism', 'spirituality']	775	paperback	buddhism	spirituality					
260	['travel']	787	paperback	travel						
261	['nonfiction', 'biography', 'memoir', 'autobiography', 'literature', 'spanish literature', 'latin american']	765	paperback	nonfiction	biography	memoir	autobiography	literature	spanish literature	latin american
262	['science', 'nonfiction', 'physics', 'astronomy', 'popular science', 'space', 'philosophy']	771	paperback	science	nonfiction	physics	astronomy	popular science	space	philosophy
263	['travel']	793	paperback	travel						
264	[]	799	paperback							
265	['travel', 'nonfiction', 'reference', 'british literature', 'history', 'guidebook']	797	paperback	travel	nonfiction	reference	british literature	history	guidebook	
266	['sports', 'baseball', 'nonfiction', 'biography', 'history', 'memoir', 'management']	815	paperback	sports	baseball	nonfiction	biography	history	memoir	management
267	['fiction', 'science fiction', 'historical fiction', 'cyberpunk', 'thriller', 'historical', 'war']	816	paperback	fiction	science fiction	historical fiction	cyberpunk	thriller	historical	war
268	['fiction', 'historical fiction', 'science fiction', 'fantasy', 'historical', 'adventure', 'literature']	822	paperback	fiction	historical fiction	science fiction	fantasy	historical	adventure	literature
269	['science fiction', 'fiction', 'cyberpunk', 'novels', 'spanish literature']	821	paperback	science fiction	fiction	cyberpunk	novels	spanish literature		
270	['fiction', 'science fiction', 'thriller', 'mystery', 'audiobook', 'war', 'espionage']	824	paperback	fiction	science fiction	thriller	mystery	audiobook	war	espionage
271	['science fiction', 'fiction', 'cyberpunk', 'steampunk', 'fantasy', 'science fiction fantasy', 'dystopia']	827	paperback	science fiction	fiction	cyberpunk	steampunk	fantasy	science fiction fantasy	dystopia
